MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,5,50.0,8012,1,1,3,3,0,4,0,23,2,2,4,2,6,5,1980,1980,1,0,9,10,3,0,3,3,1,4,3,1,4,543,4,119,261,923,1,3,1,4,923,0,0,923,0,0,2,0,2,1,3,5,8,1,3,1,1980,2,1,264,3,3,2,80,0,0,0,0,0,0,0,1,0,5,2010,9,4,143000
5,5,70.0,11218,1,1,3,3,0,4,0,23,2,2,0,5,6,5,1992,1992,1,0,14,15,3,0,4,3,2,4,3,1,1,0,1,0,1055,1055,1,5,1,4,1055,790,0,1845,0,0,2,1,3,1,4,8,8,1,3,1,1992,2,2,462,3,3,2,635,104,0,0,0,0,0,4,3,400,5,2010,9,4,189000
11,5,55.0,7892,1,1,3,3,0,4,0,23,2,2,4,2,6,5,1979,1979,1,0,9,10,3,0,3,3,1,4,3,1,1,0,1,0,918,918,1,3,1,4,918,0,0,918,0,0,2,0,2,1,3,5,8,1,3,1,1979,1,1,264,3,3,2,28,0,0,0,0,0,0,0,1,0,4,2010,9,4,99500
11,5,50.0,7175,1,1,3,3,0,4,0,23,2,2,4,2,6,5,1984,1984,1,0,9,10,3,0,3,3,1,4,3,1,5,623,2,121,0,744,1,3,1,4,752,0,0,752,1,0,1,0,2,1,3,4,8,0,0,1,1984,1,1,264,3,3,2,353,0,0,0,90,0,0,3,1,0,2,2010,9,4,125000
5,5,67.0,9453,1,1,0,3,0,1,0,23,7,2,0,5,7,7,1993,2003,1,0,6,6,3,0,4,3,2,4,3,1,4,402,1,0,594,996,1,5,1,4,1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,0,1,1993,2,2,457,3,3,2,370,70,0,238,0,0,0,0,1,0,2,2010,9,4,194500
0,5,81.0,9672,1,1,3,3,0,0,0,23,2,2,0,2,6,5,1984,1985,3,0,6,10,3,0,3,3,2,4,3,1,6,338,1,0,702,1040,1,3,1,4,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,0,1,1986,1,2,480,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2010,9,4,152000
5,5,70.0,8400,1,1,3,3,0,4,0,23,2,2,0,5,6,6,1980,1981,1,0,6,6,1,130,3,3,1,4,3,1,1,0,1,0,650,650,1,3,1,4,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,3,1,1980,1,2,476,3,3,2,0,50,0,0,204,0,0,3,1,0,4,2010,9,4,171000
1,4,70.0,9800,1,1,3,3,0,0,0,23,1,2,0,2,5,5,1920,1950,1,0,14,15,3,0,3,2,0,3,3,1,1,0,1,0,816,816,1,3,0,0,1012,0,0,1012,0,0,1,0,2,1,3,5,8,0,0,5,1920,1,1,429,3,3,2,121,0,80,0,0,0,0,0,1,0,4,2010,9,4,67500
10,6,68.0,8930,1,1,3,3,0,4,0,22,5,2,2,0,6,5,1978,1978,1,0,13,14,3,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,4,1318,584,0,1902,0,0,2,0,4,2,3,8,8,0,0,1,1978,1,2,539,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,4,112000
9,5,88.0,11782,1,1,0,3,0,4,0,22,2,2,0,6,5,7,1961,1995,1,0,6,6,3,0,3,3,1,3,3,3,5,899,1,0,210,1109,1,3,1,4,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,0,5,1987,1,2,576,3,3,2,192,0,0,0,0,0,0,3,3,400,6,2010,9,4,148000
0,5,65.0,8450,1,1,3,3,0,4,0,22,5,2,0,2,5,8,1965,2009,1,0,8,8,3,0,3,4,1,3,3,1,6,553,4,117,224,894,1,5,1,4,894,0,0,894,1,0,1,0,3,1,3,5,8,1,4,5,1973,1,1,336,3,3,2,416,144,0,0,0,0,0,3,1,0,4,2010,9,4,138500
0,5,72.0,9819,1,1,0,3,0,4,0,22,2,2,0,2,5,5,1967,1967,1,0,8,8,1,31,3,4,1,3,3,1,4,450,1,0,432,882,1,3,1,4,900,0,0,900,0,0,1,0,3,1,3,5,8,0,0,5,1970,1,1,280,3,3,2,0,0,0,0,0,0,0,3,1,0,2,2010,9,4,122000
0,5,75.0,7500,1,1,3,3,0,0,0,22,1,2,0,2,5,5,1963,1963,1,0,6,6,3,0,3,3,1,3,3,1,5,824,1,0,216,1040,1,2,1,4,1040,0,0,1040,1,0,1,1,3,1,3,5,8,0,0,1,1963,3,1,308,3,3,2,0,0,220,0,0,0,0,3,1,0,6,2010,9,4,133000
0,5,72.0,6897,1,1,0,3,0,0,0,22,2,2,0,2,5,8,1962,2010,1,0,6,6,3,0,3,4,1,3,3,1,5,659,1,0,381,1040,1,5,1,4,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,0,5,1962,1,1,260,3,3,2,0,104,0,0,0,0,0,0,1,0,4,2010,9,4,127000
0,5,39.0,15410,1,1,0,3,0,1,0,22,7,2,0,2,6,6,1974,2002,3,0,9,10,0,250,3,4,1,3,3,4,4,126,6,859,223,1208,1,5,1,4,1494,0,0,1494,1,0,2,0,3,1,3,7,8,2,2,1,1974,3,2,461,3,3,2,296,0,186,0,0,0,0,4,1,0,4,2010,9,0,169000
5,5,107.0,10186,1,1,0,3,0,4,0,18,2,2,0,5,7,5,1992,1992,1,0,6,6,3,0,4,3,2,4,3,1,6,674,1,0,76,750,1,5,1,4,1061,862,0,1923,1,0,2,1,3,1,4,8,8,1,3,1,1992,2,2,564,3,3,2,240,39,0,0,0,0,0,0,1,0,6,2010,9,4,190000
5,5,85.0,13143,1,1,0,3,0,4,0,18,2,2,0,5,8,5,1993,1993,1,0,6,7,1,504,4,3,2,4,3,1,2,250,6,981,0,1231,1,5,1,4,1251,1098,0,2349,1,0,2,1,4,1,4,9,8,1,3,1,1993,2,3,762,3,3,2,32,130,0,0,0,0,0,0,1,0,6,2010,9,4,362500
5,5,88.0,11134,1,1,3,3,0,4,0,18,2,2,0,5,8,5,1992,1993,1,0,6,6,1,180,4,3,2,4,3,1,6,1129,1,0,261,1390,1,5,1,4,1402,823,0,2225,1,0,2,1,4,1,4,7,8,1,3,1,1992,2,3,713,3,3,2,198,30,0,0,0,0,0,0,1,0,6,2010,9,4,285000
11,2,25.0,4835,1,1,0,3,0,1,0,24,2,2,4,2,7,5,2004,2005,1,0,8,8,3,0,4,3,2,5,3,3,6,1298,1,0,190,1488,1,5,1,4,1488,0,0,1488,1,0,2,0,2,1,4,6,8,1,4,1,2004,3,2,506,3,3,2,168,50,0,0,0,0,0,0,1,0,3,2010,9,4,260000
13,2,39.0,3515,1,2,3,3,0,4,0,24,2,2,4,5,7,5,2004,2004,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,840,840,1,5,1,4,840,840,0,1680,0,0,2,1,2,1,4,3,8,0,0,1,2004,2,2,588,3,3,2,0,111,0,0,0,0,0,0,1,0,1,2010,9,4,190000
13,2,30.0,3215,1,2,3,3,0,4,0,24,2,2,4,5,7,5,2004,2004,1,0,8,8,1,120,4,3,2,4,3,3,6,280,1,0,320,600,1,5,1,4,600,600,0,1200,0,0,2,1,2,1,4,4,8,0,0,5,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,0,1,0,4,2010,3,4,155000
13,2,30.0,3182,1,2,3,3,0,4,0,24,2,2,4,5,7,5,2004,2005,1,0,8,8,3,0,4,3,2,4,3,1,1,0,1,0,600,600,1,5,1,4,600,600,0,1200,0,0,2,1,2,1,4,4,8,0,0,5,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,0,1,0,6,2010,9,4,151000
13,2,24.0,2544,1,2,3,3,0,4,0,24,2,2,3,5,7,5,2004,2005,1,0,8,8,3,0,4,3,2,4,3,1,6,368,5,42,190,600,1,5,1,4,600,600,0,1200,1,0,2,1,2,1,4,4,8,0,0,5,2004,2,2,480,3,3,2,0,172,0,0,0,0,0,0,1,0,2,2010,9,4,149500
13,2,24.0,2544,1,2,3,3,0,4,0,24,2,2,3,5,6,5,2005,2005,1,0,13,14,1,216,4,3,2,4,3,1,6,376,1,0,224,600,1,5,1,4,600,636,0,1236,1,0,2,1,2,1,4,4,8,0,0,5,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,1,0,5,2010,9,4,152000
0,2,72.5,4403,1,1,1,3,0,4,0,24,2,2,0,2,7,5,2009,2009,1,0,8,8,4,432,5,3,2,5,3,3,6,578,1,0,892,1470,1,5,1,4,1478,0,0,1478,1,0,2,1,2,1,4,7,8,1,4,1,2009,3,2,484,3,3,2,0,144,0,0,0,0,0,0,1,0,6,2010,6,5,222000
13,2,72.5,2117,1,1,3,3,0,4,0,24,2,2,3,5,6,5,2000,2000,1,0,8,8,1,216,4,3,2,4,3,1,6,378,1,0,378,756,1,5,1,4,769,804,0,1573,0,0,2,1,3,1,4,5,8,0,0,5,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,0,1,0,6,2010,9,4,177500
13,2,72.5,2980,1,1,3,3,0,0,0,24,2,2,4,5,6,5,2000,2000,1,0,8,8,1,1159,4,3,2,4,3,1,6,466,1,0,290,756,1,5,1,4,756,756,0,1512,1,0,2,1,2,1,4,5,8,0,0,5,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,0,1,0,5,2010,9,4,177000
13,2,24.0,2572,1,1,3,3,0,2,0,24,2,2,3,5,7,5,1999,1999,3,0,8,8,3,0,4,3,2,4,3,1,5,604,1,0,92,696,1,5,1,4,696,720,0,1416,1,0,2,1,3,1,4,6,8,0,0,5,1999,1,2,484,3,3,2,0,44,0,0,0,0,0,0,1,0,5,2010,9,4,155000
13,2,72.5,2403,1,1,0,3,0,2,0,24,2,2,4,5,7,5,2003,2003,1,0,13,14,3,0,4,3,2,4,3,1,6,244,1,0,286,530,1,5,1,4,530,550,0,1080,0,0,2,1,2,1,4,4,8,0,0,1,2003,2,2,496,3,3,2,0,50,0,0,0,0,0,0,1,0,6,2010,9,4,147110
0,2,57.0,12853,1,2,0,3,0,4,0,24,2,2,0,2,8,5,2010,2010,1,0,5,5,3,0,4,3,2,5,1,1,6,1032,1,0,610,1642,1,5,1,4,1418,0,0,1418,1,0,1,1,1,1,4,6,8,1,4,1,2010,2,3,852,3,3,2,160,192,0,224,0,0,0,0,1,0,4,2010,6,5,267916
5,2,68.0,7379,1,1,0,3,0,4,0,24,2,2,0,5,8,5,2000,2000,1,0,13,14,3,0,4,3,2,4,3,1,6,484,1,0,491,975,1,5,1,4,975,873,0,1848,1,0,2,1,3,1,4,7,8,1,3,1,2000,2,2,592,3,3,2,280,184,0,0,0,0,0,0,1,0,4,2010,9,4,254000
11,5,30.0,4420,1,1,0,3,0,1,0,9,2,2,4,2,8,5,1980,1980,1,0,14,15,3,0,4,3,1,4,3,4,6,728,1,0,0,728,1,3,1,4,788,0,0,788,1,0,1,0,1,1,4,3,8,1,3,5,1980,3,2,484,3,3,2,133,42,0,0,0,0,0,0,1,0,6,2010,9,4,155000
11,5,40.0,3880,1,1,0,3,0,4,0,9,2,2,3,2,8,6,1978,1978,1,0,14,10,3,0,4,3,1,4,3,4,6,1052,1,0,174,1226,1,3,1,4,1226,0,0,1226,1,0,1,0,1,1,4,4,8,1,3,1,1978,3,2,484,3,3,2,223,78,0,0,0,0,0,0,1,0,1,2010,9,4,206000
5,5,72.0,13517,1,1,0,3,0,1,0,22,5,2,0,5,6,8,1976,2005,1,0,6,10,1,289,4,3,1,3,3,1,6,533,1,0,192,725,1,5,1,4,725,754,0,1479,0,0,2,1,3,1,4,6,8,0,0,1,1976,2,2,475,3,3,2,0,44,0,0,0,0,0,0,1,0,3,2010,9,4,130500
0,2,80.0,8000,1,1,3,3,0,4,0,24,2,2,0,2,7,5,2002,2002,1,0,13,14,3,0,4,3,2,4,3,1,6,833,1,0,659,1492,1,5,1,4,1492,0,0,1492,1,0,2,0,3,1,4,6,8,1,4,1,2002,2,2,596,3,3,2,277,137,0,0,0,0,0,0,1,0,4,2010,9,4,230000
0,5,80.0,10456,1,1,0,3,0,4,0,17,2,2,0,2,6,6,1967,1967,3,0,6,6,1,120,3,3,1,3,3,1,6,506,1,0,1323,1829,1,4,1,4,1829,0,0,1829,1,0,2,0,4,1,3,8,8,0,0,1,1967,2,2,535,3,3,2,0,76,0,0,0,0,0,0,1,0,5,2010,9,4,218500
5,5,80.0,10791,1,1,3,3,0,4,0,17,2,2,0,5,6,5,1993,1993,1,0,8,8,3,0,3,3,2,4,3,2,6,1137,1,0,143,1280,1,5,1,4,1280,1215,0,2495,1,0,2,1,4,1,4,9,8,1,3,1,1993,1,2,660,3,3,2,224,32,0,0,0,0,0,0,1,0,3,2010,9,4,243500
0,5,80.0,10603,1,1,0,3,0,4,0,17,2,2,0,2,6,7,1977,2001,1,0,9,10,1,28,3,3,2,3,3,2,5,1200,1,0,410,1610,1,4,1,4,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,3,1,1977,2,2,480,3,3,2,168,68,0,0,0,0,0,0,1,0,2,2010,9,4,205000
4,5,80.0,18837,1,1,0,3,0,4,0,17,2,2,0,0,6,5,1978,1978,1,0,8,8,3,0,3,3,2,4,3,2,5,687,2,46,491,1224,1,3,1,4,1287,604,0,1891,0,1,3,0,3,1,3,7,8,1,3,1,1978,2,2,678,3,3,2,0,69,0,0,0,0,0,0,1,0,4,2010,9,4,212500
5,5,80.0,10421,1,1,3,3,0,4,0,17,2,2,0,5,7,5,1988,1988,1,0,6,6,1,42,3,3,1,4,3,1,6,394,1,0,586,980,1,3,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,3,1,1988,1,2,496,3,3,2,228,66,156,0,0,0,0,3,3,500,3,2010,9,4,196500
0,5,78.0,9360,1,1,3,3,0,4,0,17,2,2,0,2,6,7,1972,2006,3,0,9,10,3,0,3,3,1,3,3,1,5,982,1,0,179,1161,1,3,1,4,1381,0,0,1381,1,0,1,1,3,1,4,5,8,1,3,1,1972,2,2,676,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2010,9,4,197500
5,5,80.0,9600,1,1,3,3,0,4,0,17,2,2,0,5,6,6,1971,1971,1,0,8,8,3,0,3,3,1,3,3,1,5,329,1,0,386,715,1,3,1,4,930,715,0,1645,0,0,1,2,4,1,3,7,8,0,0,1,1971,2,2,441,3,3,2,0,78,0,0,0,0,0,2,1,0,6,2010,9,4,171000
0,5,80.0,9600,1,1,3,3,0,4,0,15,2,2,0,2,5,5,1966,1966,3,0,13,14,1,172,3,3,1,3,3,1,3,698,1,0,534,1232,1,3,1,4,1232,0,0,1232,1,0,1,1,3,1,3,6,8,0,0,1,1966,2,2,490,3,3,2,0,224,0,0,0,0,0,0,1,0,4,2010,9,4,142250
0,5,80.0,9790,1,1,3,3,0,4,0,17,1,2,0,2,6,5,1963,1963,3,0,6,6,1,451,3,3,1,3,3,1,5,569,3,81,678,1328,1,3,1,4,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,4,1,1963,1,2,528,3,3,2,0,26,0,0,0,0,0,0,1,0,6,2010,9,4,143000
0,5,77.0,9320,1,1,0,3,0,4,0,15,2,2,0,2,4,5,1959,1959,1,0,9,10,3,0,3,3,1,3,3,1,5,569,1,0,381,950,1,2,1,4,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,0,6,0,0,0,0,0,0,2,352,0,0,0,0,0,0,0,3,400,1,2010,9,4,128950
0,5,90.0,9900,1,1,3,3,0,0,0,15,2,2,0,2,5,5,1966,1966,3,0,6,6,3,0,3,3,2,4,3,1,4,1059,1,0,150,1209,1,4,1,4,1209,0,0,1209,1,0,1,0,3,1,3,6,8,0,0,1,1966,2,2,504,3,3,2,0,0,120,0,0,0,0,0,1,0,4,2010,3,4,159000
0,5,88.0,9680,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1967,1967,1,0,14,10,1,268,3,3,1,3,3,1,4,1010,1,0,500,1510,1,5,1,4,1510,0,0,1510,1,0,2,0,3,1,4,6,8,0,0,1,1967,2,2,517,3,3,2,0,40,0,0,204,0,0,4,1,0,4,2010,9,4,178900
8,5,73.0,10600,1,2,0,3,0,4,0,15,2,2,0,7,6,5,1964,1964,1,0,6,6,3,0,3,3,1,3,3,1,1,0,1,0,533,533,1,3,1,4,1131,644,0,1775,0,0,2,0,3,1,3,8,8,0,0,1,1964,1,2,480,3,3,2,0,172,0,0,0,0,0,0,1,0,5,2010,0,3,136300
8,5,73.0,14112,1,1,0,3,0,0,0,15,2,2,0,7,5,7,1964,1964,3,0,14,6,1,86,3,3,2,3,3,3,6,1014,1,0,138,1152,1,3,1,4,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,4,1,1964,2,2,484,3,3,2,227,0,0,0,0,0,0,0,1,0,4,2010,9,4,180500
9,5,80.0,8800,1,1,3,3,0,4,0,15,1,2,0,6,6,7,1963,1963,1,0,8,8,1,156,3,4,2,3,3,4,6,763,1,0,173,936,1,5,1,4,1054,0,0,1054,1,0,1,0,3,1,4,6,8,0,0,1,1963,2,2,480,3,3,2,120,0,0,0,0,0,0,3,1,0,5,2010,9,0,137500
10,5,98.0,13260,1,1,0,3,0,4,0,15,2,2,2,2,5,6,1962,2001,3,0,6,6,1,144,3,3,1,3,3,1,4,1500,1,0,228,1728,1,3,1,4,1728,0,0,1728,2,0,2,0,6,2,3,10,8,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2010,7,0,84900
0,5,68.0,9717,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1950,1996,3,0,8,8,3,0,3,3,1,3,3,2,6,49,3,1029,0,1078,1,4,1,0,1078,0,0,1078,1,0,1,0,2,1,4,5,8,0,0,1,1950,1,1,240,3,3,2,366,0,112,0,0,0,0,0,1,0,4,2010,9,4,142125
4,5,68.0,9724,1,1,3,3,0,4,0,15,2,2,0,0,5,7,1952,2002,1,0,8,8,1,265,4,3,1,3,3,1,2,670,1,0,470,1140,1,4,1,4,1929,532,0,2461,0,0,2,0,3,1,3,7,6,2,4,5,1994,1,2,400,3,3,2,0,0,0,0,0,0,0,2,1,0,3,2010,9,4,197600
4,5,120.0,17360,1,1,3,3,0,0,0,15,0,2,0,0,6,6,1949,1950,1,0,8,8,4,340,3,4,1,3,3,1,3,300,1,0,482,782,1,3,1,4,1019,537,0,1556,0,0,2,0,3,1,3,6,8,1,4,1,1949,1,2,470,3,3,2,0,0,150,0,0,0,0,0,1,0,1,2010,9,4,172500
0,5,50.0,7207,1,1,0,3,0,4,0,3,2,2,0,2,5,7,1958,2008,1,0,14,10,3,0,3,4,1,3,3,4,4,696,1,0,162,858,1,4,1,4,858,0,0,858,1,0,1,0,2,1,3,4,8,0,0,6,0,0,0,0,0,0,2,117,0,0,0,0,0,0,0,1,0,2,2010,9,4,116500
1,5,55.0,5350,1,1,0,3,0,4,0,3,2,2,0,2,3,2,1940,1966,1,0,14,10,3,0,3,1,1,3,3,1,1,0,1,0,728,728,1,5,1,4,1306,0,0,1306,0,0,1,0,3,1,2,6,5,0,0,6,0,0,0,0,0,0,2,263,0,0,0,0,0,0,2,3,450,5,2010,9,4,76500
0,5,80.0,9920,1,1,3,3,0,4,0,15,2,2,0,2,5,5,1954,1954,1,0,6,6,4,110,3,3,1,3,3,1,3,354,2,290,412,1056,1,3,1,4,1063,0,0,1063,1,0,1,0,3,1,3,6,8,0,0,1,1954,2,1,280,3,3,2,0,0,164,0,0,0,0,3,1,0,2,2010,9,4,128000
8,5,80.0,9600,1,1,3,3,0,4,0,15,2,2,0,7,6,6,1955,1972,1,0,0,0,1,164,3,3,1,3,3,3,4,674,2,132,350,1156,1,5,1,4,1520,0,0,1520,1,0,1,0,3,1,3,7,8,2,4,2,1955,2,1,364,3,3,2,0,0,189,0,0,0,0,0,1,0,3,2010,9,4,153000
0,5,78.0,7800,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1954,1954,1,0,6,6,1,200,3,3,2,3,3,1,2,540,1,0,728,1268,1,4,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,4,1,1954,3,1,244,3,3,2,0,98,0,0,0,0,0,0,1,0,3,2010,9,4,132000
9,5,75.0,11380,1,1,0,3,0,4,0,15,2,2,0,6,6,8,1966,2008,1,0,6,6,1,216,3,3,1,3,3,4,6,944,1,0,136,1080,1,4,1,4,1128,0,0,1128,1,0,1,0,2,1,4,5,8,1,4,1,1966,1,1,315,3,3,2,238,0,0,0,0,0,0,0,3,1500,1,2010,9,4,178000
10,5,80.0,11600,1,1,3,3,0,0,0,15,1,2,2,5,5,5,1960,1960,1,0,8,8,1,361,3,3,1,3,3,1,3,443,1,0,662,1105,1,3,1,0,1105,1169,0,2274,0,0,2,0,5,2,3,12,8,0,0,5,1960,1,2,480,3,3,2,0,0,0,0,0,0,0,0,1,0,1,2010,9,4,154300
0,5,73.0,19900,1,1,3,3,0,4,0,15,3,2,0,2,7,5,1970,1989,1,0,9,10,1,287,3,3,1,4,3,4,6,912,1,0,1035,1947,1,3,1,4,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4,1,1970,2,2,576,3,3,2,301,0,0,0,0,0,0,0,1,0,7,2010,9,4,180000
0,5,137.0,16492,1,1,0,3,0,0,0,15,3,2,0,2,6,6,1966,2002,1,0,3,10,3,0,4,3,1,3,3,1,5,247,3,713,557,1517,1,5,1,4,1888,0,0,1888,0,0,2,1,2,1,4,6,5,1,4,1,1966,3,2,578,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2010,9,4,190000
10,5,70.0,8267,1,1,3,3,0,0,0,15,1,2,2,2,5,5,1958,1958,1,0,6,6,3,0,3,3,1,3,3,1,1,0,1,0,1604,1604,1,3,1,4,1604,0,0,1604,0,0,2,0,4,2,3,8,8,0,0,1,1958,1,2,576,3,3,2,42,0,0,0,0,0,0,0,1,0,3,2010,9,4,135000
0,5,70.0,8197,1,1,3,3,0,4,0,15,2,2,0,2,7,5,2003,2009,1,0,13,14,1,506,4,3,2,4,3,1,6,1188,1,0,292,1480,1,5,1,4,1480,0,0,1480,1,0,2,0,3,1,4,7,8,0,0,1,2003,2,2,620,3,3,2,252,73,0,0,0,0,0,3,3,300,2,2010,9,4,214000
0,5,73.0,8050,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,0,8,8,1,150,3,3,1,3,3,1,4,856,3,162,125,1143,1,3,1,4,1143,0,0,1143,1,0,1,0,3,1,3,6,8,0,0,1,1959,2,1,308,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2010,9,4,136000
0,5,70.0,10552,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,0,3,3,3,0,3,3,1,3,3,1,3,1018,1,0,380,1398,1,4,1,4,1700,0,0,1700,0,1,1,1,4,1,4,6,8,1,4,1,1959,2,2,447,3,3,2,0,38,0,0,0,0,0,0,1,0,4,2010,9,4,165500
0,5,70.0,8400,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1957,1957,1,0,8,8,3,0,3,4,1,3,3,1,3,922,1,0,392,1314,1,3,1,4,1314,0,0,1314,1,0,1,0,3,1,3,5,8,0,0,1,1957,2,1,294,3,3,2,250,0,0,0,0,0,0,0,1,0,6,2010,9,4,145000
0,5,73.0,8760,1,1,3,3,0,4,0,15,2,2,0,2,6,6,1959,1959,3,0,8,8,1,220,3,3,1,3,3,1,1,0,1,0,1194,1194,1,3,1,4,1194,0,0,1194,1,0,1,0,3,1,3,6,8,0,0,1,1959,2,1,312,3,3,2,0,0,120,0,0,0,0,0,1,0,4,2010,9,4,148000
0,5,73.0,12160,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,0,9,10,1,180,3,3,1,3,3,1,3,1000,1,0,188,1188,1,2,1,4,1188,0,0,1188,1,0,1,0,3,1,3,6,8,0,0,1,1959,2,2,531,3,3,2,0,0,0,0,0,0,0,3,1,0,5,2010,0,0,142000
0,5,73.0,9300,1,1,3,3,0,4,0,15,1,2,0,2,5,5,1960,1960,1,0,8,6,1,324,3,3,1,3,3,1,3,697,1,0,571,1268,1,3,1,4,1264,0,0,1264,1,0,1,0,3,1,3,6,8,2,4,1,1960,1,2,461,3,3,2,0,0,0,0,143,0,0,0,1,0,4,2010,9,4,167500
0,5,87.0,10725,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,0,8,8,1,91,3,3,1,3,3,1,3,936,1,0,270,1206,1,2,1,4,1206,0,0,1206,0,0,1,0,3,1,3,6,8,0,0,1,1959,2,1,312,3,3,2,0,21,0,0,0,0,0,0,1,0,5,2010,9,4,108538
0,5,80.0,10032,1,1,3,3,0,4,0,15,2,2,0,2,6,5,1959,1959,1,0,14,15,4,432,3,3,1,3,3,1,3,734,1,0,510,1244,1,5,1,4,1580,0,0,1580,1,0,1,1,3,1,3,6,8,2,4,1,1956,1,2,440,3,3,2,0,28,0,0,160,0,0,2,1,0,6,2010,9,4,159500
4,5,60.0,8382,1,1,3,3,0,4,0,15,2,2,0,0,4,5,1956,1956,1,0,8,8,3,0,3,3,1,3,3,1,1,0,1,0,832,832,1,3,1,0,832,505,0,1337,0,0,1,0,3,1,3,5,8,0,0,1,1956,1,1,263,3,3,2,0,0,0,0,0,0,0,0,1,0,2,2010,9,4,108000
0,5,60.0,10950,1,1,3,3,0,4,0,15,2,2,0,2,5,7,1952,1952,1,0,15,16,3,0,3,3,1,3,3,1,4,339,1,0,525,864,1,3,1,4,1064,0,0,1064,0,1,1,0,2,1,2,4,8,0,0,5,1952,1,1,318,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2010,9,4,135000
0,5,119.0,10895,1,1,3,3,0,0,0,15,2,2,0,2,5,6,1955,1955,1,0,8,8,3,0,3,4,1,3,3,1,3,648,1,0,324,972,1,3,1,4,972,0,0,972,0,0,1,0,3,1,3,5,8,0,0,1,1955,1,1,305,3,3,2,0,0,205,0,0,0,0,2,1,0,6,2010,9,4,122500
15,5,70.0,13587,1,1,3,3,0,4,0,15,2,2,1,2,5,5,1958,1958,1,0,8,8,3,0,3,3,1,3,3,3,3,532,1,0,456,988,1,3,1,4,988,0,0,988,1,0,1,0,2,1,3,5,8,0,0,1,1958,1,1,264,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,0,119000
0,5,68.0,7922,1,1,3,3,0,4,0,15,2,2,0,2,5,7,1953,2007,1,0,13,14,3,0,3,4,1,3,3,1,6,731,1,0,326,1057,1,3,1,4,1057,0,0,1057,1,0,1,0,3,1,4,5,8,0,0,5,1953,1,1,246,3,3,2,0,52,0,0,0,0,0,0,1,0,1,2010,9,0,109000
